id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
152,Nebraska,Omaha/Valley,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.35,54.57,44,14,N,0.15,0,1013,17,1679508000,-18000
153,Nebraska,Omaha/Valley,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,37.36,46.42,71,15,N,0,0,1014,100,1679594400,-18000
154,Nebraska,Omaha/Valley,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,36.9,55.44,56,8,NE,0,0,1010,43,1679680800,-18000
155,Nebraska,Omaha/Valley,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,40.03,55.92,45,18,SW,0,0,1007,98,1679767200,-18000
156,North Dakota,Bismarck,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,9.73,27.77,90,11,NE,0,6.87,1015,100,1679421600,-18000
157,North Dakota,Bismarck,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,3.72,28.27,86,8,NW,0,0,1017,97,1679508000,-18000
158,North Dakota,Bismarck,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,-2.34,27.75,88,7,E,0,0,1019,100,1679594400,-18000
159,North Dakota,Bismarck,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,12.51,33.67,99,11,S,0.1,0,1010,55,1679680800,-18000
160,North Dakota,Bismarck,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,17.91,31.48,95,12,N,0,0.4,1013,100,1679767200,-18000
161,North Dakota,Grand Forks,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,-0.15,30.51,86,12,NE,0,6.53,1019,100,1679421600,-18000
162,North Dakota,Grand Forks,2,Wed 3/22,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,12.22,29.57,87,12,W,0,2.01,1015,94,1679508000,-18000
163,North Dakota,Grand Forks,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,-0.69,27.36,88,5,SW,0,0,1021,100,1679594400,-18000
164,North Dakota,Grand Forks,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,1.51,31.33,92,12,SE,0,0,1013,99,1679680800,-18000
165,North Dakota,Grand Forks,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,14,31.28,92,14,NW,0,0,1012,99,1679767200,-18000
166,South Dakota,Aberdeen,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,10.38,30.24,93,13,NE,0,8.53,1014,100,1679421600,-18000
167,South Dakota,Aberdeen,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,13.17,28.18,87,11,W,0,0,1017,30,1679508000,-18000
168,South Dakota,Aberdeen,3,Thu 3/23,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,13.59,29.86,89,8,N,0,1.07,1019,100,1679594400,-18000
169,South Dakota,Aberdeen,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,12.45,32.58,99,6,S,0,0.26,1012,78,1679680800,-18000
170,South Dakota,Aberdeen,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.45,32.63,100,15,N,0,0.3,1010,100,1679767200,-18000
171,South Dakota,Rapid City,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.21,40.06,70,17,NW,0,3.32,1005,74,1679425200,-21600
172,South Dakota,Rapid City,2,Wed 3/22,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,25.34,35.22,72,11,E,0,3.91,1014,100,1679508000,-21600
173,South Dakota,Rapid City,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.17,30.45,91,9,E,0,5.21,1015,100,1679594400,-21600
174,South Dakota,Rapid City,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,23.13,47.34,77,9,NW,2.78,0,1006,10,1679680800,-21600
175,South Dakota,Rapid City,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,25.09,34.45,95,20,NW,1.49,18.36,1012,100,1679767200,-21600
176,South Dakota,Sioux Falls,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,24.6,39.56,99,13,SE,0.22,0,1011,99,1679421600,-18000
177,South Dakota,Sioux Falls,2,Wed 3/22,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.15,35.89,76,14,W,0,2.23,1016,65,1679508000,-18000
178,South Dakota,Sioux Falls,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,24.96,32.09,97,11,NE,0,12.13,1017,96,1679594400,-18000
179,South Dakota,Sioux Falls,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.85,36.46,100,7,NE,0,0.35,1012,97,1679680800,-18000
180,South Dakota,Sioux Falls,5,Sat 3/25,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,27.61,39.63,91,14,NE,0,5.74,1007,83,1679767200,-18000
181,Wisconsin,Green Bay,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,25.23,33.3,89,14,N,0,1.54,1024,100,1679418000,-18000
182,Wisconsin,Green Bay,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,31.48,44.19,94,14,SW,0.97,0,1012,100,1679504400,-18000
183,Wisconsin,Green Bay,3,Thu 3/23,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.92,38.3,76,9,N,0,0.72,1016,85,1679590800,-18000
184,Wisconsin,Green Bay,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,25.21,37.49,62,11,N,0,0,1016,63,1679677200,-18000
185,Wisconsin,Green Bay,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,28.29,42.71,52,15,N,0,0,1006,98,1679763600,-18000
186,Wisconsin,La Crosse,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.09,51.26,67,12,SE,0,0,1017,93,1679421600,-18000
187,Wisconsin,La Crosse,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,35.6,50.97,67,13,SW,0,0,1012,100,1679508000,-18000
188,Wisconsin,La Crosse,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,31.14,40.66,91,9,N,0,4.9,1017,100,1679594400,-18000
189,Wisconsin,La Crosse,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,28.67,44.55,62,9,E,0,0,1014,38,1679680800,-18000
190,Wisconsin,La Crosse,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,27.81,47.12,50,8,N,0,0,1008,26,1679767200,-18000
191,Wisconsin,Milwaukee/Sullivan,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.56,50.9,65,12,S,0,0,1021,100,1679421600,-18000
192,Wisconsin,Milwaukee/Sullivan,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.64,46.92,93,12,SW,0,0,1014,100,1679508000,-18000
193,Wisconsin,Milwaukee/Sullivan,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,30.25,39.16,87,12,NW,1.86,0,1015,100,1679594400,-18000
194,Wisconsin,Milwaukee/Sullivan,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,29.48,41.31,59,13,NE,0,0,1014,27,1679680800,-18000
195,Wisconsin,Milwaukee/Sullivan,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.38,45.48,51,14,NW,0,0,1005,97,1679763600,-18000
196,Wyoming,Cheyenne,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,29.77,47.03,18,25,SW,0,0.11,1003,77,1679425200,-21600
197,Wyoming,Cheyenne,2,Wed 3/22,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,28.87,49.42,56,33,SW,1,0.12,1002,100,1679511600,-21600
198,Wyoming,Cheyenne,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.31,45.75,26,26,SW,0,0,1006,96,1679598000,-21600
199,Wyoming,Cheyenne,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,23.74,44.38,26,29,W,0,0.34,1005,82,1679684400,-21600
200,Wyoming,Cheyenne,5,Sat 3/25,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,20.86,33.58,19,42,W,0,0,1010,16,1679770800,-21600
201,Wyoming,Riverton,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,22.75,34.34,61,11,S,0,0,1009,4,1679425200,-21600
202,Wyoming,Riverton,2,Wed 3/22,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,25,31.82,84,15,NW,0,12.4,1007,100,1679511600,-21600
203,Wyoming,Riverton,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,23.04,34.88,97,6,SE,0,0,1011,98,1679598000,-21600
204,Wyoming,Riverton,4,Fri 3/24,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,22.57,35.31,72,21,SW,0,0.32,1007,93,1679684400,-21600
205,Wyoming,Riverton,5,Sat 3/25,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,23.5,29.97,33,20,W,0,0,1016,85,1679770800,-21600
206,Maine,Caribou,1,Tue 3/21,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,17.89,34.32,88,11,NW,0,2.64,1022,98,1679414400,-14400
207,Maine,Caribou,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,12.42,29.93,66,10,W,0,0,1032,28,1679500800,-14400
208,Maine,Caribou,3,Thu 3/23,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,19.96,32.16,97,13,SE,0,13.6,1014,100,1679587200,-14400
209,Maine,Caribou,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,22.37,33.98,94,11,NW,0,0,1008,88,1679673600,-14400
210,Maine,Caribou,5,Sat 3/25,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,17.83,34.18,86,13,E,0,0.45,1021,66,1679760000,-14400
211,Maine,Gray/Portland,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,26.91,48.31,58,11,SW,0,0,1024,77,1679414400,-14400
212,Maine,Gray/Portland,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.48,42.55,62,8,SE,0,0,1031,92,1679500800,-14400
213,Maine,Gray/Portland,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,34.25,42.94,95,4,W,3.37,0,1011,100,1679587200,-14400
214,Maine,Gray/Portland,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.5,45.81,67,7,NW,0,0,1011,100,1679673600,-14400
215,Maine,Gray/Portland,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.04,39.24,64,12,NE,5.38,15.6,1019,100,1679760000,-14400
216,Massachusetts,Boston,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,32.05,57.52,38,11,SW,0,0,1026,8,1679414400,-14400
217,Massachusetts,Boston,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,37.54,56.07,54,10,S,0,0,1030,100,1679500800,-14400
218,Massachusetts,Boston,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.84,55.54,85,13,S,1.1,0,1014,100,1679587200,-14400
219,Massachusetts,Boston,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.24,52.9,58,9,W,0.15,0,1010,100,1679673600,-14400
220,Massachusetts,Boston,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.82,46.62,87,15,E,9.65,0,1016,100,1679760000,-14400
221,New Jersey,Mount Holly/Philadelphia,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,33.75,59.68,22,11,SW,0,0,1029,0,1679418000,-14400
222,New Jersey,Mount Holly/Philadelphia,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.2,60.46,35,13,S,0,0,1028,100,1679504400,-14400
223,New Jersey,Mount Holly/Philadelphia,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.03,60.8,80,14,SW,0.26,0,1015,100,1679590800,-14400
224,New Jersey,Mount Holly/Philadelphia,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,44.98,59.32,91,10,N,26.05,0,1011,100,1679677200,-14400
225,New Jersey,Mount Holly/Philadelphia,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.11,65.37,96,23,SW,2.82,0,1001,100,1679763600,-14400
226,New York,Albany,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,30.15,51.01,48,9,W,0,0,1026,42,1679418000,-14400
227,New York,Albany,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.41,55.87,55,9,S,0,0,1027,99,1679504400,-14400
228,New York,Albany,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.97,52.2,83,8,W,6.99,0,1009,99,1679590800,-14400
229,New York,Albany,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.59,48.13,53,8,W,0,0,1012,100,1679677200,-14400
230,New York,Albany,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,35.11,39.96,92,13,E,15.69,0,1007,100,1679763600,-14400
231,New York,Binghamton,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.72,53.83,44,11,SW,0,0.18,1027,27,1679418000,-14400
232,New York,Binghamton,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.16,54.39,49,11,S,0,0,1024,97,1679504400,-14400
233,New York,Binghamton,3,Thu 3/23,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,43.74,53.94,88,12,SW,10.95,0,1009,98,1679590800,-14400
234,New York,Binghamton,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.07,43.25,70,6,N,0.24,0,1012,100,1679677200,-14400
235,New York,Binghamton,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,36.84,48.88,92,20,SE,7.59,1.31,999,100,1679763600,-14400
236,New York,Buffalo,1,Tue 3/21,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,36.77,45.46,62,17,SW,0,0.17,1028,93,1679418000,-14400
237,New York,Buffalo,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.93,52.92,47,13,S,0.47,0,1022,100,1679504400,-14400
238,New York,Buffalo,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.41,47.82,97,13,S,12.79,0,1010,100,1679590800,-14400
239,New York,Buffalo,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.09,43.68,64,11,NE,0,0,1012,100,1679677200,-14400
240,New York,Buffalo,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.73,55.33,82,25,S,24.94,3.15,988,96,1679763600,-14400
241,New York,New York/Upton,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.44,49.53,48,14,SW,0,0,1028,3,1679414400,-14400
242,New York,New York/Upton,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.18,49.14,57,14,S,0,0,1030,100,1679500800,-14400
243,New York,New York/Upton,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.39,51.48,84,17,SW,1.91,0,1015,99,1679587200,-14400
244,New York,New York/Upton,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,42.71,51.6,84,11,SW,5.58,0,1011,100,1679673600,-14400
245,New York,New York/Upton,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.13,50.77,83,27,E,7.68,0,1012,100,1679760000,-14400
246,North Carolina,Newport/Morehead City,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.97,58.59,36,9,NE,0,0,1031,5,1679418000,-14400
247,North Carolina,Newport/Morehead City,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.82,67.26,54,7,NE,0,0,1028,95,1679504400,-14400
248,North Carolina,Newport/Morehead City,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,56.71,69.42,71,18,S,0,0,1023,68,1679590800,-14400
249,North Carolina,Newport/Morehead City,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,62.94,71.22,66,20,S,0,0,1015,29,1679677200,-14400
250,North Carolina,Newport/Morehead City,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.79,70.29,75,21,S,0.73,0,1009,100,1679763600,-14400
251,North Carolina,Raleigh,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,30.56,59.43,24,6,SE,0,0,1032,40,1679418000,-14400
252,North Carolina,Raleigh,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.3,55.15,70,7,SE,0.4,0,1030,100,1679504400,-14400
253,North Carolina,Raleigh,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,47.37,76.32,63,15,SW,0,0,1022,71,1679590800,-14400
254,North Carolina,Raleigh,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,61,81.23,37,18,SW,0,0,1012,48,1679677200,-14400
255,North Carolina,Raleigh,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.28,76.46,72,19,SW,3.73,0,1005,100,1679763600,-14400
256,North Carolina,Wilmington,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,31.24,57.61,39,10,E,0,0,1031,2,1679418000,-14400
257,North Carolina,Wilmington,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.23,66.58,53,8,NE,0,0,1029,99,1679504400,-14400
258,North Carolina,Wilmington,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.88,74.41,56,15,S,0,0,1023,59,1679590800,-14400
259,North Carolina,Wilmington,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,64.4,77.88,50,16,S,0,0,1015,16,1679677200,-14400
260,North Carolina,Wilmington,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.58,73.54,76,20,S,1.07,0,1009,93,1679763600,-14400
261,Ohio,Cleveland,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,33.84,49.35,45,13,S,0,0,1027,50,1679418000,-14400
262,Ohio,Cleveland,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.57,45.81,87,16,S,2.9,0,1022,100,1679504400,-14400
263,Ohio,Cleveland,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,38.7,54.79,97,17,S,13.13,0,1009,100,1679590800,-14400
264,Ohio,Cleveland,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,36.09,41.65,82,13,N,15.09,0,1010,100,1679677200,-14400
265,Ohio,Cleveland,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.58,52.45,88,28,W,31.16,6.42,986,98,1679763600,-14400
266,Ohio,Wilmington,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,28.53,52.65,40,13,S,0,0,1028,100,1679418000,-14400
267,Ohio,Wilmington,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.16,48.9,93,15,S,1.32,0,1022,100,1679504400,-14400
268,Ohio,Wilmington,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.21,64.2,84,21,SW,5.52,0,1012,100,1679590800,-14400
269,Ohio,Wilmington,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,51.53,62.82,82,19,SW,86.25,0,1007,100,1679677200,-14400
270,Ohio,Wilmington,5,Sat 3/25,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,40.33,58.44,90,31,SW,33.73,0,999,91,1679763600,-14400
271,Pennsylvania,Pittsburgh,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,27.21,52.02,33,7,S,0,0,1029,46,1679418000,-14400
272,Pennsylvania,Pittsburgh,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.77,46.06,82,9,S,0.39,0,1025,100,1679504400,-14400
273,Pennsylvania,Pittsburgh,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,47.61,61.07,92,17,S,7.71,0,1011,100,1679590800,-14400
274,Pennsylvania,Pittsburgh,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,46.53,53.38,94,7,NW,54.8,0,1009,100,1679677200,-14400
275,Pennsylvania,Pittsburgh,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,36.97,63.57,64,27,SW,19.3,0,989,70,1679763600,-14400
276,Pennsylvania,State College,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,27.07,54.64,31,8,SW,0,0,1028,5,1679418000,-14400
277,Pennsylvania,State College,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,36.63,52.66,50,9,S,0,0,1025,93,1679504400,-14400
278,Pennsylvania,State College,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.7,60.73,96,15,SW,4.38,0,1011,100,1679590800,-14400
279,Pennsylvania,State College,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,41.92,51.53,93,6,NE,28.18,0,1010,100,1679677200,-14400
280,Pennsylvania,State College,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,35.69,57.29,98,23,S,9.84,0,996,100,1679763600,-14400
281,South Carolina,Charleston,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,38.61,62.74,29,9,E,0,0,1030,1,1679418000,-14400
282,South Carolina,Charleston,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.16,68.85,60,5,NE,0.29,0,1028,97,1679504400,-14400
283,South Carolina,Charleston,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,60.6,78.96,49,12,S,0.12,0,1024,29,1679590800,-14400
284,South Carolina,Charleston,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.99,82.18,41,13,S,0,0,1016,2,1679677200,-14400
285,South Carolina,Charleston,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.1,77.68,80,16,S,1.91,0,1010,69,1679763600,-14400
286,South Carolina,Columbia,1,Tue 3/21,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,28.9,61.38,26,8,E,0,0,1031,22,1679418000,-14400
287,South Carolina,Columbia,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.65,64.26,71,6,SE,0,0,1029,100,1679504400,-14400
288,South Carolina,Columbia,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,55.06,79.18,51,13,SW,0,0,1023,51,1679590800,-14400
289,South Carolina,Columbia,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.25,81.68,43,16,SW,0,0,1015,3,1679677200,-14400
290,South Carolina,Columbia,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,62.01,79.45,52,19,SW,6.78,0,1008,93,1679763600,-14400
291,South Carolina,Greenville-Spartanburg,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,30.49,56.64,27,6,SE,0,0,1031,53,1679418000,-14400
292,South Carolina,Greenville-Spartanburg,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.85,53.37,68,4,N,0.62,0,1029,100,1679504400,-14400
293,South Carolina,Greenville-Spartanburg,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.98,74.1,58,15,SW,0,0,1022,81,1679590800,-14400
294,South Carolina,Greenville-Spartanburg,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.87,78.19,50,18,SW,0,0,1013,55,1679677200,-14400
295,South Carolina,Greenville-Spartanburg,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,56.68,73.9,38,20,SW,7.94,0,1006,38,1679763600,-14400
296,Vermont,Burlington,1,Tue 3/21,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,26.85,39,77,9,S,0.4,0.23,1025,99,1679414400,-14400
297,Vermont,Burlington,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,26.28,37.62,76,3,SE,0,0,1029,54,1679500800,-14400
298,Vermont,Burlington,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,36.05,41.4,96,12,SE,6.89,0,1009,100,1679587200,-14400
299,Vermont,Burlington,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.03,38.01,77,9,N,0,0,1014,100,1679673600,-14400
300,Vermont,Burlington,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.26,36.41,73,19,SE,6.84,5.92,1014,100,1679760000,-14400
301,Virginia,Baltimore/Washington,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,31.37,57.65,28,9,S,0,0,1030,31,1679418000,-14400
302,Virginia,Baltimore/Washington,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.22,59.27,40,14,S,0,0,1027,100,1679504400,-14400
303,Virginia,Baltimore/Washington,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,42.57,72.36,88,12,SW,4.75,0,1015,100,1679590800,-14400
